local_id,municipality,legis_district,brgy
0,ABORLAN,2nd District,APO-APORAWAN
1,ABORLAN,2nd District,APOC-APOC
2,ABORLAN,2nd District,APORAWAN
3,ABORLAN,2nd District,BARAKE
4,ABORLAN,2nd District,CABIGAAN
5,ABORLAN,2nd District,CULANDANUM
6,ABORLAN,2nd District,GOGOGNAN
7,ABORLAN,2nd District,IRAAN
8,ABORLAN,2nd District,ISAUB
9,ABORLAN,2nd District,JOSE RIZAL
10,ABORLAN,2nd District,MABINI
11,ABORLAN,2nd District,MAGBABADIL
12,ABORLAN,2nd District,PLARIDEL
13,ABORLAN,2nd District,POBLACION
14,ABORLAN,2nd District,RAMON MAGSAYSAY
15,ABORLAN,2nd District,SAGPANGAN
16,ABORLAN,2nd District,SAN JUAN
17,ABORLAN,2nd District,TAGPAIT
18,ABORLAN,2nd District,TIGMAN
19,ABRA DE ILOG,Lone District,ARMADO
20,ABRA DE ILOG,Lone District,BALAO
21,ABRA DE ILOG,Lone District,CABACAO
22,ABRA DE ILOG,Lone District,LUMANGBAYAN
23,ABRA DE ILOG,Lone District,POBLACION
24,ABRA DE ILOG,Lone District,SAN VICENTE
25,ABRA DE ILOG,Lone District,TIBAG
26,ABRA DE ILOG,Lone District,UDALO (CAMURONG)
27,ABRA DE ILOG,Lone District,WAWA
28,ABUCAY,1st District,BANGKAL
29,ABUCAY,1st District,CALAYLAYAN (POB.)
30,ABUCAY,1st District,CAPITANGAN
31,ABUCAY,1st District,GABON
32,ABUCAY,1st District,LAON (POB.)
33,ABUCAY,1st District,MABATANG
34,ABUCAY,1st District,OMBOY
35,ABUCAY,1st District,SALIAN
36,ABUCAY,1st District,WAWA (POB.)
37,ABULUG,2nd District,ALINUNU
38,ABULUG,2nd District,BAGU
39,ABULUG,2nd District,BANGUIAN
40,ABULUG,2nd District,CALOG NORTE
41,ABULUG,2nd District,CALOG SUR
42,ABULUG,2nd District,CANAYUN
43,ABULUG,2nd District,CENTRO (POB.)
44,ABULUG,2nd District,DANA-ILI
45,ABULUG,2nd District,GUIDDAM
46,ABULUG,2nd District,LIBERTAD
47,ABULUG,2nd District,LUCBAN
48,ABULUG,2nd District,PINILI
49,ABULUG,2nd District,SAN AGUSTIN
50,ABULUG,2nd District,SAN JULIAN
51,ABULUG,2nd District,SANTA  ROSA
52,ABULUG,2nd District,SANTA FILOMENA
53,ABULUG,2nd District,SANTO TOMAS
54,ABULUG,2nd District,SIGUIRAN
55,ABULUG,2nd District,SIMAYUNG
56,ABULUG,2nd District,SIRIT
57,ABUYOG,5th District,ALANGILAN
58,ABUYOG,5th District,ANIBONGAN
59,ABUYOG,5th District,BAGACAY
60,ABUYOG,5th District,BAHAY
61,ABUYOG,5th District,BALINSASAYAO
62,ABUYOG,5th District,BALOCAWE
63,ABUYOG,5th District,BALOCAWEHAY
64,ABUYOG,5th District,BARAYONG
65,ABUYOG,5th District,BAYABAS
66,ABUYOG,5th District,BITO (POB.)
67,ABUYOG,5th District,BUAYA
68,ABUYOG,5th District,BUENAVISTA
69,ABUYOG,5th District,BULAK
70,ABUYOG,5th District,BUNGA
71,ABUYOG,5th District,BUNTAY (POB.)
72,ABUYOG,5th District,BURUBUD-AN
73,ABUYOG,5th District,CADAC-AN
74,ABUYOG,5th District,CAGBOLO
75,ABUYOG,5th District,CAN-APORONG
76,ABUYOG,5th District,CAN-UGUIB (POB.)
77,ABUYOG,5th District,CANMARATING
78,ABUYOG,5th District,CAPILIAN
79,ABUYOG,5th District,COMBIS
80,ABUYOG,5th District,DINGLE
81,ABUYOG,5th District,GUINTAGBUCAN (POB.)
82,ABUYOG,5th District,HAMPIPILA
83,ABUYOG,5th District,KATIPUNAN
84,ABUYOG,5th District,KIKILO
85,ABUYOG,5th District,LARAY
86,ABUYOG,5th District,LAWA-AN
87,ABUYOG,5th District,LIBERTAD
88,ABUYOG,5th District,LOYONSAWANG (POB.)
89,ABUYOG,5th District,MAG-ATUBANG
90,ABUYOG,5th District,MAHAGNA (NEW CAGBOLO)
91,ABUYOG,5th District,MAHAYAHAY
92,ABUYOG,5th District,MAITUM
93,ABUYOG,5th District,MALAGUICAY
94,ABUYOG,5th District,MATAGNAO
95,ABUYOG,5th District,NALIBUNAN (POB.)
96,ABUYOG,5th District,NEBGA
97,ABUYOG,5th District,NEW TALIGUE
98,ABUYOG,5th District,ODIONGAN
99,ABUYOG,5th District,OLD TALIGUE
100,ABUYOG,5th District,PAGSANG-AN
101,ABUYOG,5th District,PAGUITE
102,ABUYOG,5th District,PARASANON
103,ABUYOG,5th District,PICAS SUR
104,ABUYOG,5th District,PILAR
105,ABUYOG,5th District,PINAMANAGAN
106,ABUYOG,5th District,SALVACION
107,ABUYOG,5th District,SAN FRANCISCO
108,ABUYOG,5th District,SAN ISIDRO
109,ABUYOG,5th District,SAN ROQUE
110,ABUYOG,5th District,SANTA FE (POB.)
111,ABUYOG,5th District,SANTA LUCIA (POB.)
112,ABUYOG,5th District,SANTO NINO (POB.)
113,ABUYOG,5th District,TABIGUE
114,ABUYOG,5th District,TADOC
115,ABUYOG,5th District,TIB-O
116,ABUYOG,5th District,TINALIAN
117,ABUYOG,5th District,TINOCOLAN
118,ABUYOG,5th District,TUY-A
119,ADAMS,1st District,ADAMS (POB.)
120,AGDANGAN,3rd District,BINAGBAG
121,AGDANGAN,3rd District,DAYAP
122,AGDANGAN,3rd District,ILAYANG KINAGUNAN
123,AGDANGAN,3rd District,KANLURANG CALUTAN
124,AGDANGAN,3rd District,POBLACION  I
125,AGDANGAN,3rd District,SALVACION
126,AGLIPAY,Lone District,ALICIA
127,AGLIPAY,Lone District,CABUGAO
128,AGLIPAY,Lone District,DAGUPAN
129,AGLIPAY,Lone District,DIODOL
130,AGLIPAY,Lone District,DUMABEL
131,AGLIPAY,Lone District,DUNGO (OSMEÃ‘A)
132,AGLIPAY,Lone District,LIGAYA
133,AGLIPAY,Lone District,NAGABGABAN
134,AGLIPAY,Lone District,PALACIAN
135,AGLIPAY,Lone District,PINARIPAD  NORTE
136,AGLIPAY,Lone District,PINARIPAD  SUR
137,AGLIPAY,Lone District,PROGRESO (POB.)
138,AGLIPAY,Lone District,RAMOS
139,AGLIPAY,Lone District,RANG-AYAN
140,AGLIPAY,Lone District,SAN ANTONIO
141,AGLIPAY,Lone District,SAN BENIGNO
142,AGLIPAY,Lone District,SAN FRANCISCO
143,AGLIPAY,Lone District,SAN LEONARDO (CABARROGUIS)
144,AGLIPAY,Lone District,SAN MANUEL
145,AGLIPAY,Lone District,SAN RAMON
146,AGLIPAY,Lone District,VICTORIA
147,AGLIPAY,Lone District,VILLA PAGADUAN
148,AGLIPAY,Lone District,VILLA SANTIAGO
149,AGLIPAY,Lone District,VILLA VENTURA
150,AGNO,1st District,ALLABON
151,AGNO,1st District,ALOLENG
152,AGNO,1st District,BANGAN-ODA
153,AGNO,1st District,BARUAN
154,AGNO,1st District,BOBOY
155,AGNO,1st District,CAYUNGNAN
156,AGNO,1st District,DANGLEY
157,AGNO,1st District,GAYUSAN
158,AGNO,1st District,MACABOBONI
159,AGNO,1st District,MAGSAYSAY
160,AGNO,1st District,NAMATUCAN
161,AGNO,1st District,PATAR
162,AGNO,1st District,POBLACION EAST
163,AGNO,1st District,POBLACION WEST
164,AGNO,1st District,SAN JUAN
165,AGNO,1st District,TUPA
166,AGNO,1st District,VIGA
167,AGONCILLO,3rd District,ADIA
168,AGONCILLO,3rd District,BALANGON
169,AGONCILLO,3rd District,BANYAGA
170,AGONCILLO,3rd District,BARIGON
171,AGONCILLO,3rd District,BILIBINWANG
172,AGONCILLO,3rd District,CORAL NA MUNTI
173,AGONCILLO,3rd District,PAMIGA
174,AGONCILLO,3rd District,PANHULAN
175,AGONCILLO,3rd District,PANSIPIT
176,AGONCILLO,3rd District,POBLACION
177,AGONCILLO,3rd District,POOK
178,AGONCILLO,3rd District,SUBIC IBABA
179,AGONCILLO,3rd District,SUBIC ILAYA
180,AGOO,2nd District,AMBITACAY
181,AGOO,2nd District,BALAWARTE
182,AGOO,2nd District,CAPAS
183,AGOO,2nd District,CONSOLACION (POB.)
184,AGOO,2nd District,MACALVA SUR
185,AGOO,2nd District,SAN AGUSTIN EAST
186,AGOO,2nd District,SAN ANTONIO
187,AGOO,2nd District,SAN ISIDRO
188,AGOO,2nd District,SAN JOSE SUR
189,AGOO,2nd District,SAN JULIAN CENTRAL
190,AGOO,2nd District,SAN MANUEL NORTE
191,AGOO,2nd District,SAN MANUEL SUR
192,AGOO,2nd District,SAN NICOLAS NORTE (POB.)
193,AGOO,2nd District,SAN NICOLAS SUR (POB.)
194,AGOO,2nd District,SAN NICOLAS WEST
195,AGOO,2nd District,SAN PEDRO
196,AGOO,2nd District,SAN ROQUE WEST
197,AGOO,2nd District,SAN VICENTE NORTE
198,AGOO,2nd District,SANTA BARBARA (POB.)
199,AGOO,2nd District,SANTA MARIA
200,AGOO,2nd District,SANTA RITA WEST
201,AGUILAR,2nd District,BAYAOAS
202,AGUILAR,2nd District,BAYBAY
203,AGUILAR,2nd District,BOCACLIW
204,AGUILAR,2nd District,BOCBOC EAST
205,AGUILAR,2nd District,BOCBOC WEST
206,AGUILAR,2nd District,BUER
207,AGUILAR,2nd District,CALSIB
208,AGUILAR,2nd District,LAOAG
209,AGUILAR,2nd District,MANLOCBOC
210,AGUILAR,2nd District,NINOY
211,AGUILAR,2nd District,PANACOL
212,AGUILAR,2nd District,POBLACION
213,AGUILAR,2nd District,POGOMBOA
214,AGUILAR,2nd District,POGONSILI
215,AGUILAR,2nd District,SAN JOSE
216,AGUILAR,2nd District,TAMPAC
217,AGUINALDO,Lone District,AWAYAN
218,AGUINALDO,Lone District,BUNHIAN
219,AGUINALDO,Lone District,BUTAC
220,AGUINALDO,Lone District,BUWAG
221,AGUINALDO,Lone District,CHALALO
222,AGUINALDO,Lone District,DAMAG
223,AGUINALDO,Lone District,GALONOGON
224,AGUINALDO,Lone District,HALAG
225,AGUINALDO,Lone District,ITAB
226,AGUINALDO,Lone District,JACMAL
227,AGUINALDO,Lone District,MAJLONG
228,AGUINALDO,Lone District,MONGAYANG
229,AGUINALDO,Lone District,POSNAAN
230,AGUINALDO,Lone District,TA-ANG
231,AGUINALDO,Lone District,TALITE
232,AGUINALDO,Lone District,UBAO
233,AGUTAYA,1st District,ALGECIRAS
234,AGUTAYA,1st District,BANGCAL (POB.)
235,AGUTAYA,1st District,CONCEPCION
236,AGUTAYA,1st District,DIIT
237,AGUTAYA,1st District,MARACANAO
238,AGUTAYA,1st District,MATARAWIS
239,AGUTAYA,1st District,VILLAFRIA
240,AGUTAYA,1st District,VILLASOL
241,AJUY,5th District,ADCADARAO
242,AJUY,5th District,AGBOBOLO
243,AJUY,5th District,BADIANGAN
244,AJUY,5th District,BARRIDO
245,AJUY,5th District,BAY-ANG
246,AJUY,5th District,BUCANA BUNGLAS
247,AJUY,5th District,CENTRAL
248,AJUY,5th District,CULASI
249,AJUY,5th District,LANJAGAN
250,AJUY,5th District,LUCA
251,AJUY,5th District,MALAYU-AN
252,AJUY,5th District,MANGOROCORO
253,AJUY,5th District,NASIDMAN
254,AJUY,5th District,PANTALAN NAVARRO
255,AJUY,5th District,PEDADA
256,AJUY,5th District,PILI
257,AJUY,5th District,PINAY ESPINOSA
258,AJUY,5th District,POBLACION
259,AJUY,5th District,PROGRESO
260,AJUY,5th District,PUENTE BUNGLAS
261,AJUY,5th District,PUNTA BURI
262,AJUY,5th District,SAN ANTONIO
263,AJUY,5th District,SANTO ROSARIO
264,AJUY,5th District,SILAGON
265,AJUY,5th District,TAGUBANHAN
266,AJUY,5th District,TAGUHANGIN
267,AJUY,5th District,TUBOGAN
268,AKBAR,Lone District,CADDAYAN
269,AKBAR,Lone District,LINONGAN
270,AKBAR,Lone District,LOWER BATO-BATO
271,AKBAR,Lone District,MANGALUT
272,AKBAR,Lone District,SEMUT
273,AKBAR,Lone District,UPPER BATO-BATO
274,AL-BARKA,Lone District,BATO-BATO
275,AL-BARKA,Lone District,BOHE-PIANG
276,AL-BARKA,Lone District,BUCALAO
277,AL-BARKA,Lone District,CAMBUG
278,AL-BARKA,Lone District,DANAPAH
279,AL-BARKA,Lone District,GUINANTA
280,AL-BARKA,Lone District,KAILIH
281,AL-BARKA,Lone District,KINUKUTAN
282,AL-BARKA,Lone District,KUHON LENNUH
283,AL-BARKA,Lone District,LINUAN
284,ALABAT,4th District,BARANGAY  2 (POB.)
285,ALABAT,4th District,BARANGAY  4 (POB.)
286,ALABAT,4th District,BUENAVISTA
287,ALABAT,4th District,CAGLATE
288,ALABAT,4th District,CAMAGONG
289,ALABAT,4th District,PAMBILAN NORTE
290,ALABAT,4th District,VILLA NORTE
291,ALABEL (Capital),Lone District,ALEGRIA
292,ALABEL (Capital),Lone District,BAGACAY
293,ALABEL (Capital),Lone District,BALUNTAY
294,ALABEL (Capital),Lone District,DATAL ANGGAS
295,ALABEL (Capital),Lone District,DOMOLOK
296,ALABEL (Capital),Lone District,KAWAS
297,ALABEL (Capital),Lone District,MARIBULAN
298,ALABEL (Capital),Lone District,PAG-ASA
299,ALABEL (Capital),Lone District,PARAISO
300,ALABEL (Capital),Lone District,POBLACION (ALABEL)
301,ALABEL (Capital),Lone District,SPRING
302,ALABEL (Capital),Lone District,TOKAWAL
303,ALAMADA,1st District,BAO
304,ALAMADA,1st District,BARANGIRAN
305,ALAMADA,1st District,CAMANSI
306,ALAMADA,1st District,DADO
307,ALAMADA,1st District,GUILING
308,ALAMADA,1st District,KITACUBONG (POB.)
309,ALAMADA,1st District,LOWER DADO
310,ALAMADA,1st District,MACABASA
311,ALAMADA,1st District,MALITUBOG
312,ALAMADA,1st District,MAPUROK
313,ALAMADA,1st District,MIRASOL
314,ALAMADA,1st District,PACAO
315,ALAMADA,1st District,PARUAYAN
316,ALAMADA,1st District,PIGCAWARAN
317,ALAMADA,1st District,POLAYAGAN
318,ALAMADA,1st District,RANGAYEN
319,ALAMADA,1st District,RARADANGAN
320,ALAMINOS,3rd District,BARANGAY I (POB.)
321,ALAMINOS,3rd District,BARANGAY II (POB.)
322,ALAMINOS,3rd District,BARANGAY III (POB.)
323,ALAMINOS,3rd District,DEL CARMEN
324,ALAMINOS,3rd District,PALMA
325,ALAMINOS,3rd District,SAN AGUSTIN
326,ALAMINOS,3rd District,SAN ANDRES
327,ALAMINOS,3rd District,SAN BENITO
328,ALAMINOS,3rd District,SAN GREGORIO
329,ALAMINOS,3rd District,SAN ILDEFONSO
330,ALAMINOS,3rd District,SAN JUAN
331,ALAMINOS,3rd District,SAN MIGUEL
332,ALAMINOS,3rd District,SAN ROQUE
333,ALAMINOS,3rd District,SANTA ROSA
334,ALANGALANG,1st District,ASLUM
335,ALANGALANG,1st District,ASTORGA (BURABOD)
336,ALANGALANG,1st District,BATO
337,ALANGALANG,1st District,BINONGTO-AN
338,ALANGALANG,1st District,BINOTONG
339,ALANGALANG,1st District,BOBONON
340,ALANGALANG,1st District,BORSETH
341,ALANGALANG,1st District,BUENAVISTA
342,ALANGALANG,1st District,BUGHO
343,ALANGALANG,1st District,CABADSAN
344,ALANGALANG,1st District,CALAASAN
345,ALANGALANG,1st District,CAMBAHANON
346,ALANGALANG,1st District,CAMBOLAO
347,ALANGALANG,1st District,CANVERTUDES
348,ALANGALANG,1st District,CAPIZ
349,ALANGALANG,1st District,CAVITE
350,ALANGALANG,1st District,COGON
351,ALANGALANG,1st District,DAPDAP
352,ALANGALANG,1st District,DIVISORIA
353,ALANGALANG,1st District,EKIRAN
354,ALANGALANG,1st District,HINAPOLAN
355,ALANGALANG,1st District,HUBANG
356,ALANGALANG,1st District,HUPIT
357,ALANGALANG,1st District,LANGIT
358,ALANGALANG,1st District,LINGAYON
359,ALANGALANG,1st District,LOURDES
360,ALANGALANG,1st District,LUKAY
361,ALANGALANG,1st District,MAGSAYSAY
362,ALANGALANG,1st District,MUDBORON
363,ALANGALANG,1st District,P. BARRANTES
364,ALANGALANG,1st District,PEPITA
365,ALANGALANG,1st District,PEÃ‘ALOSA
366,ALANGALANG,1st District,SALVACION
367,ALANGALANG,1st District,SALVACION POBLACION
368,ALANGALANG,1st District,SAN ANTONIO
369,ALANGALANG,1st District,SAN DIEGO
370,ALANGALANG,1st District,SAN FRANCISCO EAST
371,ALANGALANG,1st District,SAN FRANCISCO WEST
372,ALANGALANG,1st District,SAN ISIDRO
373,ALANGALANG,1st District,SAN PEDRO
374,ALANGALANG,1st District,SAN ROQUE (POB.)
375,ALANGALANG,1st District,SAN VICENTE
376,ALANGALANG,1st District,SANTIAGO
377,ALANGALANG,1st District,SANTO NINO (POB.)
378,ALANGALANG,1st District,SANTOL
379,ALANGALANG,1st District,TABANGOHAY
380,ALANGALANG,1st District,TOMBO
381,ALANGALANG,1st District,VETERANOS
382,ALBUERA,4th District,ANTIPOLO
383,ALBUERA,4th District,BALUGO
384,ALBUERA,4th District,BENOLHO
385,ALBUERA,4th District,CAMBALADING
386,ALBUERA,4th District,DAMULA-AN
387,ALBUERA,4th District,DOÃ‘A MARIA (KANGKUIRINA)
388,ALBUERA,4th District,MAHAYAG
389,ALBUERA,4th District,MAHAYAHAY
390,ALBUERA,4th District,POBLACION
391,ALBUERA,4th District,SALVACION
392,ALBUERA,4th District,SAN PEDRO
393,ALBUERA,4th District,SEGUINON
394,ALBUERA,4th District,SHERWOOD
395,ALBUERA,4th District,TABGAS
396,ALBUERA,4th District,TALISAYAN
397,ALBUERA,4th District,TINAG-AN
398,ALBURQUERQUE,1st District,BAHI
399,ALBURQUERQUE,1st District,BASACDACU
400,ALBURQUERQUE,1st District,CANTIGUIB
401,ALBURQUERQUE,1st District,DANGAY
402,ALBURQUERQUE,1st District,EAST POBLACION
403,ALBURQUERQUE,1st District,PONONG
404,ALBURQUERQUE,1st District,TAGBUANE
405,ALBURQUERQUE,1st District,TORIL
406,ALCALA,1st District,ABBEG
407,ALCALA,1st District,AFUSING BATO
408,ALCALA,1st District,AFUSING DAGA
409,ALCALA,1st District,AGANI
410,ALCALA,1st District,BACULOD
411,ALCALA,1st District,BAYBAYOG
412,ALCALA,1st District,CABULUAN
413,ALCALA,1st District,CALANTAC
414,ALCALA,1st District,CARALLANGAN
415,ALCALA,1st District,CENTRO NORTE (POB.)
416,ALCALA,1st District,CENTRO SUR (POB.)
417,ALCALA,1st District,DALAOIG
418,ALCALA,1st District,DAMUROG
419,ALCALA,1st District,JURISDICTION
420,ALCALA,1st District,MALALATAN
421,ALCALA,1st District,MARABURAB
422,ALCALA,1st District,MASIN
423,ALCALA,1st District,PIGGATAN
424,ALCALA,1st District,PINOPOC
425,ALCALA,1st District,PUSSIAN
426,ALCALA,1st District,SAN ESTEBAN
427,ALCALA,1st District,TAMBAN
428,ALCALA,1st District,TUPANG
429,ALCALA,5th District,ANULID
430,ALCALA,5th District,BERSAMIN
431,ALCALA,5th District,CANARVACANAN
432,ALCALA,5th District,CARANGLAAN
433,ALCALA,5th District,GUALSIC
434,ALCALA,5th District,KASIKIS
435,ALCALA,5th District,LAOAC
436,ALCALA,5th District,MACAYO
437,ALCALA,5th District,PINDANGAN EAST
438,ALCALA,5th District,PINDANGAN WEST
439,ALCALA,5th District,POBLACION WEST
440,ALCALA,5th District,SAN JUAN
441,ALCALA,5th District,SAN PEDRO APARTADO
442,ALCALA,5th District,SAN PEDRO ILI
443,ALCALA,5th District,SAN VICENTE
444,ALCALA,5th District,VACANTE
445,ALCANTARA,2nd District,CABADIANGAN
446,ALCANTARA,2nd District,CABIL-ISAN
447,ALCANTARA,2nd District,CANDABONG
448,ALCANTARA,2nd District,LAWAAN
449,ALCANTARA,2nd District,MANGA
450,ALCANTARA,2nd District,PALANAS
451,ALCANTARA,2nd District,POBLACION
452,ALCANTARA,2nd District,POLO
453,ALCANTARA,2nd District,SALAGMAYA
454,ALCANTARA,Lone District,BAGSIK
455,ALCANTARA,Lone District,BONLAO
456,ALCANTARA,Lone District,CALAGONSAO
457,ALCANTARA,Lone District,CAMILI
458,ALCANTARA,Lone District,CAMOD-OM
459,ALCANTARA,Lone District,GUI-OB
460,ALCANTARA,Lone District,LAWAN
461,ALCANTARA,Lone District,MADALAG
462,ALCANTARA,Lone District,POBLACION
463,ALCANTARA,Lone District,SAN ISIDRO
464,ALCANTARA,Lone District,SAN ROQUE
465,ALCANTARA,Lone District,TUGDAN
466,ALCOY,2nd District,ATABAY
467,ALCOY,2nd District,GUIWANG
468,ALCOY,2nd District,NUG-AS
469,ALCOY,2nd District,POBLACION
470,ALCOY,2nd District,PUGALO
471,ALCOY,2nd District,SAN AGUSTIN
472,ALEGRIA,2nd District,ALIPAO
473,ALEGRIA,2nd District,BUDLINGIN
474,ALEGRIA,2nd District,CAMP EDUARD (GEOTINA)
475,ALEGRIA,2nd District,COMPOSTELA
476,ALEGRIA,2nd District,FERLDA
477,ALEGRIA,2nd District,GAMUTON
478,ALEGRIA,2nd District,GUADALUPE
479,ALEGRIA,2nd District,JULIO OUANO (POB.)
480,ALEGRIA,2nd District,LEGASPI
481,ALEGRIA,2nd District,LEPANTO
482,ALEGRIA,2nd District,MADRIDEJOS
483,ALEGRIA,2nd District,MONTPELLER
484,ALEGRIA,2nd District,OMBONG
485,ALEGRIA,2nd District,POBLACION
486,ALEGRIA,2nd District,POBLACION (ALEGRIA)
487,ALEGRIA,2nd District,PONGTUD
488,ALEGRIA,2nd District,SAN JUAN
489,ALEGRIA,2nd District,SAN PEDRO
490,ALEGRIA,2nd District,SANTA FILOMENA
491,ALEGRIA,2nd District,VALENCIA
492,ALEOSAN,1st District,BAGOLIBAS
493,ALEOSAN,1st District,CAWILIHAN
494,ALEOSAN,1st District,DUALING
495,ALEOSAN,1st District,DUNGUAN
496,ALEOSAN,1st District,KATALICANAN
497,ALEOSAN,1st District,LAWILI
498,ALEOSAN,1st District,LOWER MINGADING
499,ALEOSAN,1st District,LUANAN
500,ALEOSAN,1st District,MALAPANG
501,ALEOSAN,1st District,NEW LEON
502,ALEOSAN,1st District,NEW PANAY
503,ALEOSAN,1st District,PAGANGAN
504,ALEOSAN,1st District,PALACAT
505,ALEOSAN,1st District,PENTIL
506,ALEOSAN,1st District,SAN MATEO
507,ALEOSAN,1st District,SANTA CRUZ
508,ALEOSAN,1st District,TAPODOC
509,ALEOSAN,1st District,TOMADO
510,ALEOSAN,1st District,UPPER MINGADING
511,ALFONSO,7th District,AMUYONG
512,ALFONSO,7th District,BARANGAY I (POB.)
513,ALFONSO,7th District,BARANGAY II (POB.)
514,ALFONSO,7th District,BARANGAY V (POB.)
515,ALFONSO,7th District,BILOG
516,ALFONSO,7th District,BUCK ESTATE
517,ALFONSO,7th District,ESPERANZA IBABA
518,ALFONSO,7th District,KAYSUYO
519,ALFONSO,7th District,KAYTITINGA I
520,ALFONSO,7th District,LUKSUHIN
521,ALFONSO,7th District,LUKSUHIN ILAYA
522,ALFONSO,7th District,MANGAS I
523,ALFONSO,7th District,MARAHAN I
524,ALFONSO,7th District,MARAHAN II
525,ALFONSO,7th District,MATAGBAK I
526,ALFONSO,7th District,PAJO
527,ALFONSO,7th District,PALUMLUM
528,ALFONSO,7th District,SIKAT
529,ALFONSO,7th District,SINALIW MALAKI
530,ALFONSO,7th District,SULSUGIN
531,ALFONSO,7th District,TAYWANAK IBABA
532,ALFONSO,7th District,TAYWANAK ILAYA
533,ALFONSO,7th District,UPLI
534,ALFONSO CASTAÑEDA,Lone District,ABUYO
535,ALFONSO CASTAÑEDA,Lone District,CAUAYAN
536,ALFONSO CASTAÑEDA,Lone District,GALINTUJA
537,ALFONSO CASTAÑEDA,Lone District,LIPUGA
538,ALFONSO CASTAÑEDA,Lone District,LUBLUB (POB.)
539,ALFONSO CASTAÑEDA,Lone District,PELAWAY
540,ALFONSO LISTA (POTIA),Lone District,BANGAR
541,ALFONSO LISTA (POTIA),Lone District,BUSILAC
542,ALFONSO LISTA (POTIA),Lone District,CALIMAG
543,ALFONSO LISTA (POTIA),Lone District,CALUPAAN
544,ALFONSO LISTA (POTIA),Lone District,CARAGASAN
545,ALFONSO LISTA (POTIA),Lone District,DOLOWOG
546,ALFONSO LISTA (POTIA),Lone District,KILING
547,ALFONSO LISTA (POTIA),Lone District,LAYA
548,ALFONSO LISTA (POTIA),Lone District,LITTLE TADIAN
549,ALFONSO LISTA (POTIA),Lone District,NAMILLANGAN
550,ALFONSO LISTA (POTIA),Lone District,NAMNAMA
551,ALFONSO LISTA (POTIA),Lone District,NGILEB
552,ALFONSO LISTA (POTIA),Lone District,PINTO
553,ALFONSO LISTA (POTIA),Lone District,POBLACION
554,ALFONSO LISTA (POTIA),Lone District,SAN JOSE
555,ALFONSO LISTA (POTIA),Lone District,SAN JUAN
556,ALFONSO LISTA (POTIA),Lone District,SAN MARCOS
557,ALFONSO LISTA (POTIA),Lone District,SAN QUINTIN
558,ALFONSO LISTA (POTIA),Lone District,SANTA MARIA
559,ALFONSO LISTA (POTIA),Lone District,SANTO DOMINGO (CABICALAN)
560,ALIAGA,1st District,BETES
561,ALIAGA,1st District,BIBICLAT
562,ALIAGA,1st District,BUCOT
563,ALIAGA,1st District,LA PURISIMA
564,ALIAGA,1st District,MACABUCOD
565,ALIAGA,1st District,MAGSAYSAY
566,ALIAGA,1st District,PANTOC
567,ALIAGA,1st District,POBLACION CENTRO
568,ALIAGA,1st District,POBLACION EAST I
569,ALIAGA,1st District,POBLACION EAST II
570,ALIAGA,1st District,POBLACION WEST IV
571,ALIAGA,1st District,SAN CARLOS
572,ALIAGA,1st District,SAN EMILIANO
573,ALIAGA,1st District,SAN EUSTACIO
574,ALIAGA,1st District,SAN FELIPE BATA
575,ALIAGA,1st District,SAN FELIPE MATANDA
576,ALIAGA,1st District,SAN JUAN
577,ALIAGA,1st District,SAN PABLO BATA
578,ALIAGA,1st District,SAN PABLO MATANDA
579,ALIAGA,1st District,SANTA MONICA
580,ALIAGA,1st District,SANTIAGO
581,ALIAGA,1st District,SANTO ROSARIO
582,ALIAGA,1st District,SANTO TOMAS
583,ALIAGA,1st District,SUNSON
584,ALIAGA,1st District,UMANGAN
585,ALICIA,1st District,ALEGRIA
586,ALICIA,1st District,BAGONG BUHAY
587,ALICIA,1st District,BELLA
588,ALICIA,1st District,CALADES
589,ALICIA,1st District,CONCEPCION
590,ALICIA,1st District,DAWA-DAWA
591,ALICIA,1st District,GULAYON
592,ALICIA,1st District,ILISAN
593,ALICIA,1st District,KAPATAGAN
594,ALICIA,1st District,KAUSWAGAN
595,ALICIA,1st District,KAWAYAN
596,ALICIA,1st District,LA PAZ
597,ALICIA,1st District,LAMBUYOGAN
598,ALICIA,1st District,LAPIRAWAN
599,ALICIA,1st District,LITAYON
600,ALICIA,1st District,LUTIMAN
601,ALICIA,1st District,MILAGROSA (BALUNO)
602,ALICIA,1st District,NAGA-NAGA
603,ALICIA,1st District,PANDAN-PANDAN
604,ALICIA,1st District,PAYONGAN
605,ALICIA,1st District,POBLACION
606,ALICIA,1st District,POBLACION (CALINGGANAY)
607,ALICIA,1st District,SANTA MARIA
608,ALICIA,1st District,SANTO NINO
609,ALICIA,1st District,TALAPTAP
610,ALICIA,1st District,TAMPALAN
611,ALICIA,1st District,TANDIONG MUSLIM
612,ALICIA,1st District,TIMBANG-TIMBANG
613,ALICIA,3rd District,AMISTAD
614,ALICIA,3rd District,ANTONINO (POB.)
615,ALICIA,3rd District,APANAY
616,ALICIA,3rd District,AURORA
617,ALICIA,3rd District,BAGNOS
618,ALICIA,3rd District,BAGONG SIKAT
619,ALICIA,3rd District,BANTUG-PETINES
620,ALICIA,3rd District,BONIFACIO
621,ALICIA,3rd District,BURGOS
622,ALICIA,3rd District,CABATANG
623,ALICIA,3rd District,CAGONGCAGONG
624,ALICIA,3rd District,CALAOCAN (POB.)
